,title,fact,opinion,inhibition,fff,activation,moral,cut,length
2878,"一个周琦,一个赵继伟,发球玩死了中国队,李楠责任最大",0,2,0,2,0,3,"['一个', '周琦', ',', '一个', '赵继伟', ',', '发球', '玩死', '了', '中国队', ',', '李楠', '责任', '最大']",14
2879,"一群辣鸡不配做中国人,还说什么男女平等,男人的义务你们都做不",0,2,0,2,0,2,"['一群', '辣鸡', '不配', '做', '中国', '人', ',', '还', '说', '什么', '男女平等', ',', '男人', '的', '义务', '你们', '都', '做', '不']",19
2880,医生对中国来说是紧缺的，为什么医院对于学历的要求反而越来越高了？,1,0,2,0,0,2,"['医生', '对', '中国', '来说', '是', '紧缺', '的', '，', '为什么', '医院', '对于', '学历', '的', '要求', '反而', '越来越', '高', '了', '？']",19
2881,以高度的责任意识推动中国律所“走出去”——德衡律师集团栾少湖律师出席会议并作经验介绍发言,1,2,0,0,3,4,"['以', '高度', '的', '责任意识', '推动', '中国', '律所', '“', '走', '出去', '”', '—', '—', '德衡', '律师', '集团', '栾少湖', '律师', '出席会议', '并作', '经验', '介绍', '发言']",23
2882,以上要求同志们能不能做到！！！@中国消防 @山东消防培训基地 #新训进行时 #火焰蓝,0,2,3,0,0,4,"['以上', '要求', '同志', '们', '能', '不能', '做到', '！', '！', '！', '@', '中国', '消防', ' ', '@', '山东', '消防', '培训基地', ' ', '#', '新训', '进行', '时', ' ', '#', '火焰', '蓝']",27
2883,易成新能：北京国融兴华资产评估有限责任公司关于公司发行股份购买资产之中国证监会上市公司并购重组审核委员会审核意见回复之核查意见,1,2,1,0,0,4,"['易成', '新能', '：', '北京', '国融', '兴华', '资产', '评估', '有限责任', '公司', '关于', '公司', '发行', '股份', '购买', '资产', '之', '中国证监会', '上市公司', '并购', '重组', '审核', '委员会', '审核', '意见', '回复', '之', '核查', '意见']",29
2884,"因为人家是中国人,爱这个民族。这个民族需要血性",0,2,3,0,0,3,"['因为', '人家', '是', '中国', '人', ',', '爱', '这个', '民族', '。', '这个', '民族', '需要', '血性']",14
2885,"因为中国女排传承着女排精神,所以要求队员必须严格修为",0,2,3,0,0,5,"['因为', '中国女排', '传承', '着', '女排', '精神', ',', '所以', '要求', '队员', '必须', '严格', '修为']",13
2886,"因为做的工作是电话销售,使用电信手机卡拨打营销电话被中国...",1,1,3,0,0,2,"['因为', '做', '的', '工作', '是', '电话', '销售', ',', '使用', '电信', '手机卡', '拨打', '营销', '电话', '被', '中国', '...']",17
2887,印度和中国开设的木材加工厂正要求加蓬奥古曼原木降价,1,1,1,0,0,2,"['印度', '和', '中国', '开设', '的', '木材', '加工厂', '正', '要求', '加蓬', '奥古', '曼', '原木', '降价']",14
2888,"印度朋友到中国品尝美食,不愿意使用筷子,上桌后一脸懵",1,2,0,2,0,0,"['印度', '朋友', '到', '中国', '品尝', '美食', ',', '不', '愿意', '使用', '筷子', ',', '上桌', '后', '一脸', '懵']",16
2889,印度人问：中国要赶上印度需要多久，印度专家：至少20年！,0,2,0,2,0,4,"['印度人', '问', '：', '中国', '要', '赶上', '印度', '需要', '多久', '，', '印度', '专家', '：', '至少', '20', '年', '！']",17
2890,印度通过反贿赂相关立法修正案，中国企业需要注意其中某些条,1,2,1,0,0,2,"['印度', '通过', '反', '贿赂', '相关', '立法', '修正案', '，', '中国', '企业', '需要', '注意', '其中', '某些', '条']",15
2891,印度网友突然异口同声：中国是负责任的大国,1,2,0,0,3,2,"['印度', '网友', '突然', '异口同声', '：', '中国', '是', '负责', '任', '的', '大国']",11
2892,英语俚语或中国不常用的用法 在英语作文里可以使用吗?,0,0,3,0,0,4,"['英语', '俚语', '或', '中国', '不', '常用', '的', '用法', ' ', '在', '英语', '作文', '里', '可以', '使用', '吗', '?']",17
2893,影响中国人死亡最大原因是中风，关于中风，你还需要知道这些,0,2,0,3,0,1,"['影响', '中国', '人', '死亡', '最大', '原因', '是', '中风', '，', '关于', '中风', '，', '你', '还', '需要', '知道', '这些']",17
2894,应吧里朋友要求上传:2017/18中国女排超级联赛第二阶段津苏首战...,1,1,1,0,0,1,"['应', '吧', '里', '朋友', '要求', '上传', ':', '2017', '/', '18', '中国女排', '超级', '联赛', '第二阶段', '津苏', '首战', '...']",17
2895,用责任和担当回应“群众期盼” ---献礼新中国成立70周年专题信息(二),0,2,0,0,1,2,"['用', '责任', '和', '担当', '回应', '“', '群众', '期盼', '”', ' ', '---', '献礼', '新', '中国', '成立', '70', '周年', '专题', '信息', '(', '二', ')']",22
2896,用中国移动的宽带，来使用中国电信的 IPTV机顶盒(有账号密码，没过期），可以吗？,1,0,1,0,0,3,"['用', '中国移动', '的', '宽带', '，', '来', '使用', '中国电信', '的', ' ', 'IPTV', '机顶盒', '(', '有', '账号密码', '，', '没', '过期', '）', '，', '可以', '吗', '？']",23
2897,邮储银行在“2018年中国银行业社会责任百佳评估”中荣获七个奖项,1,1,0,0,1,4,"['邮储', '银行', '在', '“', '2018', '年', '中国', '银行业', '社会', '责任', '百佳', '评估', '”', '中', '荣获', '七个', '奖项']",17
2898,"有大神使用过icons嘛,这个纪念品可以邮寄到中国嘛",0,0,3,0,0,4,"['有', '大神', '使用', '过', 'icons', '嘛', ',', '这个', '纪念品', '可以', '邮寄', '到', '中国', '嘛']",14
2899,有东西需要从中国寄到新山的话可以找我哦,0,2,1,0,0,2,"['有', '东西', '需要', '从', '中国', '寄到', '新山', '的话', '可以', '找', '我', '哦']",12
2900,"有二手机械进口到中国,需要什么资料?日本二手机械进口需要什么",1,0,1,0,0,0,"['有', '二手', '机械', '进口', '到', '中国', ',', '需要', '什么', '资料', '?', '日本', '二手', '机械', '进口', '需要', '什么']",17
2901,"有个我自己用的7p中国红128g的,换手机心思卖了,给需要的",1,2,0,2,0,2,"['有个', '我', '自己', '用', '的', '7p', '中国', '红', '128g', '的', ',', '换', '手机', '心思', '卖', '了', ',', '给', '需要', '的']",20
2902,有个疑问中国有什么责任需要帮助锡金复国?,2,0,1,0,0,4,"['有个', '疑问', '中国', '有', '什么', '责任', '需要', '帮助', '锡金', '复国', '?']",11
2903,有海外普货需要进口清关到中国的朋友 可以找我联系,0,2,1,0,0,2,"['有', '海外', '普货', '需要', '进口', '清关', '到', '中国', '的', '朋友', ' ', '可以', '找', '我', '联系']",15
2904,"有没有暑期需要家教的本人中国科学技术大学,暑期回泸州做家教,",1,0,1,0,0,4,"['有没有', '暑期', '需要', '家教', '的', '本人', '中国', '科学技术', '大学', ',', '暑期', '回', '泸州', '做', '家教', ',']",16
2905,有没有需要提高学历挂读的朋友呢?中国医科大学可以直接挂读。,1,0,0,0,3,2,"['有没有', '需要', '提高', '学历', '挂读', '的', '朋友', '呢', '?', '中国医科大学', '可以', '直接', '挂读', '。']",14
2906,有美国十年的签证，从中国去墨西哥商务拜访还需要准备其他什么文件吗？,1,0,1,0,0,0,"['有', '美国', '十年', '的', '签证', '，', '从', '中国', '去', '墨西哥', '商务', '拜访', '还', '需要', '准备', '其他', '什么', '文件', '吗', '？']",20
2907,有哪些在中国属正常，但在国外违反礼仪要求的言行表现？,0,0,3,0,0,5,"['有', '哪些', '在', '中国', '属', '正常', '，', '但', '在', '国外', '违反', '礼仪', '要求', '的', '言行', '表现', '？']",17
2908,有朋友iphone x 时不时弹出欢迎使用中国移动吗,0,0,0,2,0,2,"['有', '朋友', 'iphone', ' ', 'x', ' ', '时不时', '弹', '出', '欢迎', '使用', '中国移动', '吗']",13
2909,有人说“中国女权主义的本质是要求不劳而获”，你怎么看？,0,0,0,2,0,2,"['有人', '说', '“', '中国', '女权主义', '的', '本质', '是', '要求', '不劳而获', '”', '，', '你', '怎么', '看', '？']",16
2910,有人需要《红星照耀中国》的批注吗 每篇小标题内文章每篇...,0,0,1,0,0,2,"['有人', '需要', '《', '红星', '照耀', '中国', '》', '的', '批注', '吗', ' ', '每篇', '小标题', '内', '文章', '每篇', '...']",17
2911,有谁知道。今年中国人民警察大学的专业对于小三门有什么要求么,0,0,1,0,0,4,"['有', '谁', '知道', '。', '今年', '中国', '人民警察', '大学', '的', '专业', '对于', '小', '三门', '有', '什么', '要求', '么']",17
2912,"有文化,有方法,中国青训需要更多这样的教练!",0,2,0,0,3,4,"['有', '文化', ',', '有', '方法', ',', '中国', '青训', '需要', '更', '多', '这样', '的', '教练', '!']",15
2913,"有需要进口岩板的吗~~~中国直接进口渠道商,大品牌的那种窝",1,2,0,0,3,2,"['有', '需要', '进口', '岩板', '的', '吗', '~', '~', '~', '中国', '直接', '进口', '渠道商', ',', '大', '品牌', '的', '那种', '窝']",19
2914,有需要思政专业和马克思中国化考研资料的可以联系我!?,0,2,1,0,0,2,"['有', '需要', '思政', '专业', '和', '马克思', '中国化', '考研', '资料', '的', '可以', '联系', '我', '!', '?']",15
2915,"有一说一,中国观众对国产电影要求蛮低的。哪吒刚刚上映就看了,",1,2,0,2,0,3,"['有', '一', '说', '一', ',', '中国', '观众', '对', '国产电影', '要求', '蛮', '低', '的', '。', '哪吒', '刚刚', '上映', '就', '看', '了', ',']",21
2916,"又一个国家鼓励美女与中国通婚,不需要彩礼,你心动了吗?",2,0,0,0,3,2,"['又', '一个', '国家', '鼓励', '美女', '与', '中国', '通婚', ',', '不', '需要', '彩礼', ',', '你', '心动', '了', '吗', '?']",18
2917,又一个物种入侵美国，这次美国人学聪明了，开始使用中国人的办法,1,2,3,0,0,4,"['又', '一个', '物种', '入侵', '美国', '，', '这次', '美国', '人学', '聪明', '了', '，', '开始', '使用', '中国', '人', '的', '办法']",18
2918,"又一国家对中国免签!美女如云还鼓励与中国通婚,不需要彩礼!",2,1,0,0,3,2,"['又', '一', '国家', '对', '中国', '免签', '!', '美女如云', '还', '鼓励', '与', '中国', '通婚', ',', '不', '需要', '彩礼', '!']",18
2919,"又一中国制造声名远播,十多天使用数量翻近三番,网友:干的漂亮",1,2,0,0,1,4,"['又', '一', '中国', '制造', '声名远播', ',', '十多天', '使用', '数量', '翻近', '三番', ',', '网友', ':', '干', '的', '漂亮']",17
2920,"鱼雷落后了,中国海军急需作战理念结构性调整",0,2,0,2,0,4,"['鱼雷', '落后', '了', ',', '中国', '海军', '急需', '作战', '理念', '结构性', '调整']",11
2921,"与外国孩子比,中国孩子对抗能力需要提高!",0,2,2,0,0,2,"['与', '外国', '孩子', '比', ',', '中国', '孩子', '对抗', '能力', '需要', '提高', '!']",12
2922,欲在本报发布广告请联系中国教育报广告全国总代理——北京中教鸿兴文化传媒有限责任公司,0,2,1,0,0,2,"['欲', '在', '本报', '发布', '广告', '请', '联系', '中国', '教育', '报', '广告', '全国', '总代理', '—', '—', '北京', '中教鸿兴', '文化传媒', '有限责任', '公司']",20
2923,"原产地在中国,但却需要从国外进口,如今只期望中国尽快种植结果",1,2,2,0,0,4,"['原产地', '在', '中国', ',', '但', '却', '需要', '从', '国外', '进口', ',', '如今', '只', '期望', '中国', '尽快', '种植', '结果']",18
2924,原创2800枚导弹够中国使用吗？美智库：有几个能签收80枚东风快递？,0,0,0,3,0,1,"['原创', '2800', '枚', '导弹', '够', '中国', '使用', '吗', '？', '美', '智库', '：', '有', '几个', '能', '签收', '80', '枚', '东风', '快递', '？']",21
2925,"约翰塞纳被换进场,台上使用中国功夫闪电拳秒杀对手,全场尖叫!",1,1,3,0,0,4,"['约翰', '塞纳', '被', '换', '进场', ',', '台上', '使用', '中国', '功夫', '闪电', '拳', '秒杀', '对手', ',', '全场', '尖叫', '!']",18
2926,越南突然向我国提出一个无理要求，中国给出霸气4字答复！,1,1,3,0,0,2,"['越南', '突然', '向', '我国', '提出', '一个', '无理要求', '，', '中国', '给出', '霸气', '4', '字', '答复', '！']",15
2927,"越南海阳省中国工厂招聘中越文翻译。要求会听说读写,年龄40岁",1,1,1,0,0,3,"['越南', '海阳', '省', '中国', '工厂', '招聘', '中越文', '翻译', '。', '要求', '会', '听说读写', ',', '年龄', '40', '岁']",16
2928,越南美女来中国相亲:满足这个要求不要彩礼!网友:做不到!,1,2,0,2,0,2,"['越南', '美女', '来', '中国', '相亲', ':', '满足', '这个', '要求', '不要', '彩礼', '!', '网友', ':', '做', '不到', '!']",17
2929,"越南人来中国,办理签证需要多少钱?有效期多久。求告知,谢谢",0,0,1,0,0,3,"['越南人', '来', '中国', ',', '办理', '签证', '需要', '多少', '钱', '?', '有效期', '多久', '。', '求', '告知', ',', '谢谢']",17
2930,越南人来中国办签证需要多久?,0,0,1,0,0,4,"['越南人', '来', '中国', '办', '签证', '需要', '多久', '?']",8
2931,越南外交部要求中国船只撤离，耿爽：那是中国海域,1,2,0,2,0,3,"['越南', '外交部', '要求', '中国', '船只', '撤离', '，', '耿爽', '：', '那', '是', '中国', '海域']",13
2932,越南要求中方从越方海域撤出船队？我外交部：那是中国海域,1,2,0,2,0,3,"['越南', '要求', '中方', '从', '越方', '海域', '撤出', '船队', '？', '我', '外交部', '：', '那', '是', '中国', '海域']",16
2933,越南要求中国放宽进口限制,0,2,0,2,0,2,"['越南', '要求', '中国', '放宽', '进口', '限制']",6
2934,"晕,又分到了死亡之组!13亿中国人需要归化更多外国人",0,2,2,0,0,4,"['晕', ',', '又', '分到', '了', '死亡', '之组', '!', '13', '亿', '中国', '人', '需要', '归化', '更', '多', '外国人']",17
2935,云丰晚报：中国6月份实际使用外资同比增长8.5%,1,1,1,0,0,3,"['云丰', '晚报', '：', '中国', '6', '月份', '实际', '使用', '外资', '同比', '增长', '8.5%']",12
2936,再答中国科技协会提出二十大当代需要解决的问题,1,1,1,0,0,4,"['再', '答', '中国', '科技', '协会', '提出', '二十大', '当代', '需要', '解决', '的', '问题']",12
2937,再也不需要进口黑鹰直升机了！为了这一天 中国人整整盼了30年,0,2,0,0,1,4,"['再也', '不', '需要', '进口', '黑鹰', '直升机', '了', '！', '为了', '这', '一天', ' ', '中国', '人', '整整', '盼', '了', '30', '年']",19
2938,在北欧有一块地方，一直插着中国人的国旗，至今中国仍有着使用权,2,2,3,0,0,3,"['在', '北欧', '有', '一块', '地方', '，', '一直', '插', '着', '中国', '人', '的', '国旗', '，', '至今', '中国', '仍', '有着', '使用权']",19
2939,在等录取消息  非常着急！！有没有中国矿业大学学长学姐帮我查一下录取消息？（听说需要内网VPN）？,1,0,3,0,0,1,"['在', '等', '录取', '消息', ' ', ' ', '非常', '着急', '！', '！', '有没有', '中国矿业大学', '学长', '学姐', '帮', '我查', '一下', '录取', '消息', '？', '（', '听说', '需要', '内网', 'VPN', '）', '？']",27
2940,"在迪拜,其他外国人做生意要当地人担保,中国人则不需要",1,0,0,0,3,2,"['在', '迪拜', ',', '其他', '外国人', '做生意', '要', '当地人', '担保', ',', '中国', '人则', '不', '需要']",14
2941,在法国留学，在中国做毕业实习，实习期间法国长居过期，但是需要回法国答辩，请问这种情况如何办理签证？,1,0,2,0,0,4,"['在', '法国', '留学', '，', '在', '中国', '做', '毕业', '实习', '，', '实习', '期间', '法国', '长居', '过期', '，', '但是', '需要', '回', '法国', '答辩', '，', '请问', '这种', '情况', '如何', '办理', '签证', '？']",29
2942,"在菲律宾开中国超市,需要国内货源怎么办?该怎么解决",1,0,3,0,0,3,"['在', '菲律宾', '开', '中国', '超市', ',', '需要', '国内', '货源', '怎么办', '?', '该', '怎么', '解决']",14
2943,在中国 如何才能尽量避免使用百度 ？,0,0,0,2,0,5,"['在', '中国', ' ', '如何', '才能', '尽量避免', '使用', '百度', ' ', '？']",10
2944,在中国 为什么无法使用Instagram？,0,0,2,0,0,2,"['在', '中国', ' ', '为什么', '无法', '使用', 'Instagram', '？']",8
2945,在中国，扫二维码支付已经普及，为什么其他国家还在使用其他支付方式？,1,0,0,2,0,4,"['在', '中国', '，', '扫', '二维码', '支付', '已经', '普及', '，', '为什么', '其他', '国家', '还', '在', '使用', '其他', '支付', '方式', '？']",19
2946,在中国，为什么人们总喜欢站在弱者一方，即使弱者做出无理的要求？,0,0,0,2,0,2,"['在', '中国', '，', '为什么', '人们', '总', '喜欢', '站', '在', '弱者', '一方', '，', '即使', '弱者', '做出', '无理', '的', '要求', '？']",19
2947,在中国，月薪10000，真的不需要气喘吁吁,0,2,1,0,0,2,"['在', '中国', '，', '月薪', '10000', '，', '真的', '不', '需要', '气喘吁吁']",10
2948,在中国，做官需要哪些必要条件？,0,0,0,0,3,4,"['在', '中国', '，', '做官', '需要', '哪些', '必要条件', '？']",8
2949,在中国创办一家陪伴机器人公司需要具备哪些条件？如何如何才能争取到天使投资或者风投？,0,0,3,0,0,4,"['在', '中国', '创办', '一家', '陪伴', '机器人', '公司', '需要', '具备', '哪些', '条件', '？', '如何', '如何', '才能', '争取', '到', '天使', '投资', '或者', '风投', '？']",22
2950,"在中国的文化里边长者有义务帮助孩子,但是同时也有责任在",1,2,3,0,0,4,"['在', '中国', '的', '文化', '里边', '长者', '有', '义务', '帮助', '孩子', ',', '但是', '同时', '也', '有', '责任', '在']",17
2951,在中国上四年三本大学需要花多少钱?,0,0,2,0,0,2,"['在', '中国', '上', '四年', '三本', '大学', '需要', '花', '多少', '钱', '?']",11
2952,"在中国社会跨性别女性格外需要警惕父母,因为重男轻女和延续...",0,2,2,0,0,5,"['在', '中国', '社会', '跨', '性别', '女性', '格外', '需要', '警惕', '父母', ',', '因为', '重男轻女', '和', '延续', '...']",16
2953,在中国使用 Apple Pay 是种怎样的体验？,0,0,1,0,0,0,"['在', '中国', '使用', ' ', 'Apple', ' ', 'Pay', ' ', '是', '种', '怎样', '的', '体验', '？']",14
2954,"在中国五年的老外,彻底变成了“中国胃”,筷子使用的真完美",1,2,0,0,3,3,"['在', '中国', '五年', '的', '老外', ',', '彻底', '变成', '了', '“', '中国', '胃', '”', ',', '筷子', '使用', '的', '真', '完美']",19
2955,"咱中国的支付宝现在是太牛了,在俄罗斯也可以使用,这一幕真自豪",1,2,0,0,1,3,"['咱', '中国', '的', '支付宝', '现在', '是', '太', '牛', '了', ',', '在', '俄罗斯', '也', '可以', '使用', ',', '这', '一幕', '真', '自豪']",20
2956,责任产品服务三维发力 幸福安全满足齐头并进——看中国平安人寿安阳中心支公司如何更好地服务社会——安阳网,0,2,0,0,3,1,"['责任', '产品', '服务', '三维', '发力', ' ', '幸福', '安全', '满足', '齐头并进', '—', '—', '看', '中国', '平安', '人寿', '安阳', '中心', '支公司', '如何', '更好', '地', '服务', '社会', '—', '—', '安阳', '网']",28
2957,责任体彩驰援“健康中国行动” 体彩公益金使用向群众体育倾斜,1,1,0,0,1,1,"['责任', '体彩', '驰援', '“', '健康', '中国', '行动', '”', ' ', '体彩', '公益金', '使用', '向', '群众体育', '倾斜']",15
2958,怎么看待中国举重队因使用违禁药品导致亚运会禁赛？,1,0,2,0,0,2,"['怎么', '看待', '中国', '举重队', '因', '使用', '违禁', '药品', '导致', '亚运会', '禁赛', '？']",12
2959,怎么看待中国社会中年轻人被要求那么顺从、讨好亲戚，家族，实际却毫无收益？,0,2,2,0,0,3,"['怎么', '看待', '中国', '社会', '中', '年轻人', '被', '要求', '那么', '顺从', '、', '讨好', '亲戚', '，', '家族', '，', '实际', '却', '毫无', '收益', '？']",21
2960,怎么起诉并要求中国铁路公司赔偿,0,0,3,0,0,2,"['怎么', '起诉', '并', '要求', '中国', '铁路', '公司', '赔偿']",8
2961,怎样才能找个中国科技大学物理系的男朋友？中科大物理专业的男生选择男朋友的要求是啥？,0,0,0,0,3,5,"['怎样才能', '找个', '中国科技大学', '物理系', '的', '男朋友', '？', '中科大', '物理', '专业', '的', '男生', '选择', '男朋友', '的', '要求', '是', '啥', '？']",19
2962,怎样投诉中国移动客服并且要求补偿？,0,0,0,2,0,1,"['怎样', '投诉', '中国移动', '客服', '并且', '要求', '补偿', '？']",8
2963,张召忠：美国退出中导条约后 中国需要做好两件事,1,2,2,0,0,5,"['张召忠', '：', '美国', '退出', '中', '导', '条约', '后', ' ', '中国', '需要', '做好', '两件事']",13
2964,张召忠：中国还有一个边境，将来会构成新的挑战，需要警惕！,0,2,0,3,0,3,"['张召忠', '：', '中国', '还有', '一个', '边境', '，', '将来', '会', '构成', '新', '的', '挑战', '，', '需要', '警惕', '！']",17
2965,"这不是危言耸听,如果中国队进世界杯正赛,归化球员可能不被使用",2,2,2,0,0,3,"['这', '不是', '危言耸听', ',', '如果', '中国队', '进', '世界杯', '正赛', ',', '归化', '球员', '可能', '不', '被', '使用']",16
2966,"这个,确定不是在暗示闭关锁国100年后,中国需要崛起?",0,2,2,0,0,4,"['这个', ',', '确定', '不是', '在', '暗示', '闭关锁国', '100', '年', '后', ',', '中国', '需要', '崛起', '?']",15
2967,"这个岛国送99年领土使用权给中国,来报答我国曾经帮的一个大忙!",2,1,0,0,1,3,"['这个', '岛国', '送', '99', '年', '领土', '使用权', '给', '中国', ',', '来', '报答', '我国', '曾经', '帮', '的', '一个', '大忙', '!']",19
2968,"这个地方使用汉字简体字,扬言要跟上中国发展的步伐",1,2,0,0,1,3,"['这个', '地方', '使用', '汉字', '简体字', ',', '扬言', '要', '跟上', '中国', '发展', '的', '步伐']",13
2969,"这个地区不属于中国,80万人们却说汉语,所使用的货币也是中国的",1,1,1,0,0,3,"['这个', '地区', '不', '属于', '中国', ',', '80', '万', '人们', '却说', '汉语', ',', '所', '使用', '的', '货币', '也', '是', '中国', '的']",20
2970,"这个国家的土地禁止交易,却肯让中国使用,究竟是什么原因?",1,0,1,0,0,3,"['这个', '国家', '的', '土地', '禁止', '交易', ',', '却', '肯', '让', '中国', '使用', ',', '究竟', '是', '什么', '原因', '?']",18
2971,"这个国家使用汉语和汉字,却不属于中国,和我们离得非常近",1,1,1,0,0,3,"['这个', '国家', '使用', '汉语', '和', '汉字', ',', '却', '不', '属于', '中国', ',', '和', '我们', '离得', '非常', '近']",17
2972,这几个国家都在使用中国式阅兵，其中有一个国家真是学到了精髓！,1,2,0,0,1,4,"['这', '几个', '国家', '都', '在', '使用', '中国式', '阅兵', '，', '其中', '有', '一个', '国家', '真是', '学到', '了', '精髓', '！']",18
2973,这家火锅店曾上过舌尖上的中国，竟被查出涉嫌使用口水油！,1,1,0,2,0,5,"['这家', '火锅店', '曾', '上', '过', '舌尖', '上', '的', '中国', '，', '竟', '被', '查出', '涉嫌', '使用', '口水', '油', '！']",18
2974,"这里号称最像中国的“小中国”,至今仍说汉语写汉字,使用人民币",1,2,1,0,0,3,"['这里', '号称', '最像', '中国', '的', '“', '小', '中国', '”', ',', '至今', '仍', '说', '汉语', '写', '汉字', ',', '使用', '人民币']",19
2975,"这是从中国新闻网找的提案内容,这次严打,主要因为唐家三少要求",1,2,1,0,0,2,"['这', '是从', '中国', '新闻网', '找', '的', '提案', '内容', ',', '这次', '严打', ',', '主要', '因为', '唐家', '三少', '要求']",17
2976,这是一条不需要配乐的视频，为中国军人点赞,1,2,0,0,3,3,"['这是', '一条', '不', '需要', '配乐', '的', '视频', '，', '为', '中国', '军人', '点赞']",12
2977,"这所大学肯定能教出好学生,中国需要董帅那样的热血青年",0,2,0,0,3,5,"['这所', '大学', '肯定', '能教出', '好', '学生', ',', '中国', '需要', '董帅', '那样', '的', '热血青年']",13
2978,"针对西宁方向客流增加,运力紧张的问题,为满足客流需要,中国铁",1,1,0,0,1,2,"['针对', '西宁', '方向', '客流', '增加', ',', '运力', '紧张', '的', '问题', ',', '为', '满足', '客流', '需要', ',', '中国', '铁']",18
2979,振华科技：关于对中国电子财务有限责任公司的风险持续评估报告,1,2,1,0,0,2,"['振华', '科技', '：', '关于', '对', '中国', '电子', '财务', '有限责任', '公司', '的', '风险', '持续', '评估', '报告']",15
2980,震惊！缅甸某军事武装组织竟然要追究中国媒体的责任！还要追究到底！,1,2,0,1,0,2,"['震惊', '！', '缅甸', '某', '军事', '武装', '组织', '竟然', '要', '追究', '中国', '媒体', '的', '责任', '！', '还要', '追究', '到底', '！']",19
2981,支持巴方请求，中国要求安理会在闭门会谈上讨论克什米尔问题,1,1,1,0,0,3,"['支持', '巴方', '请求', '，', '中国', '要求', '安理会', '在', '闭门', '会谈', '上', '讨论', '克什米尔', '问题']",14
2982,支持国产，支持中国人自己的劳动成果，这是我们当代人的义务,0,2,3,0,0,3,"['支持', '国产', '，', '支持', '中国', '人', '自己', '的', '劳动成果', '，', '这是', '我们', '当代人', '的', '义务']",15
2983,支持使用中国蔡明和的【真理相对速度论】。,0,2,0,0,3,5,"['支持', '使用', '中国', '蔡明', '和', '的', '【', '真理', '相对速度', '论', '】', '。']",12
2984,只能说 中国女性平权之路任重而道远吧。思想需要解放是其一...,0,2,2,0,0,2,"['只能', '说', ' ', '中国', '女性', '平权', '之', '路', '任重而道远', '吧', '。', '思想', '需要', '解放', '是', '其一', '...']",17
2985,只需要两个小时就可以登上中国南北分界,1,1,1,0,0,4,"['只', '需要', '两个', '小时', '就', '可以', '登上', '中国', '南北', '分界']",10
2986,直接开火！ 俄罗斯战机轮番轰炸，美要求24小时停战！普京又给中国上了一课！,1,2,0,3,0,1,"['直接', '开火', '！', ' ', '俄罗斯', '战机', '轮番', '轰炸', '，', '美', '要求', '24', '小时', '停战', '！', '普京', '又', '给', '中国', '上', '了', '一课', '！']",23
2987,职业摔角WWE选秀登陆上海，开发市场急需中国本土明星,1,2,0,2,0,3,"['职业', '摔角', 'WWE', '选秀', '登陆', '上海', '，', '开发', '市场', '急需', '中国', '本土', '明星']",13
2988,植物奶油在中国普遍使用 或酿食物史上最大灾难,0,2,0,3,0,2,"['植物', '奶油', '在', '中国', '普遍', '使用', ' ', '或酿', '食物', '史上', '最大', '灾难']",12
2989,治水需要全方位联动中国,0,2,1,0,0,3,"['治水', '需要', '全方位', '联动', '中国']",5
2990,"致良知四合院传授的知识,正是我们中国人所需要的。说是邪教的,",0,2,0,0,3,5,"['致', '良知', '四合院', '传授', '的', '知识', ',', '正是', '我们', '中国', '人', '所', '需要', '的', '。', '说', '是', '邪教', '的', ',']",20
2991,"中国(我的祖国)需要的是为人民服务的人,不需要每天嘴巴里高喊",0,2,0,2,0,5,"['中国', '(', '我', '的', '祖国', ')', '需要', '的', '是', '为', '人民', '服务', '的', '人', ',', '不', '需要', '每天', '嘴巴', '里', '高喊']",21
2992,中国“内拉”是否该行动起来，网上联名要求国际米兰俱乐部换“光头强”？大家怎么看？,0,0,0,2,0,4,"['中国', '“', '内拉', '”', '是否', '该', '行动', '起来', '，', '网上', '联名', '要求', '国际米兰', '俱乐部', '换', '“', '光头', '强', '”', '？', '大家', '怎么', '看', '？']",24
2993,"中国“天河工程”项目将使用卫星搬云,从而改变干旱地区气候",0,2,0,0,1,2,"['中国', '“', '天河', '工程', '”', '项目', '将', '使用', '卫星', '搬云', ',', '从而', '改变', '干旱地区', '气候']",15
2994,中国“最便宜”的航班，两地之间相距只有80公里，一趟仅需要15元,1,1,1,0,0,2,"['中国', '“', '最', '便宜', '”', '的', '航班', '，', '两地', '之间', '相距', '只有', '80', '公里', '，', '一趟', '仅', '需要', '15', '元']",20
2995,"中国“最牛”的大桥!使用两枚火箭修建桥梁,属于世界首例",1,2,0,0,1,4,"['中国', '“', '最牛', '”', '的', '大桥', '!', '使用', '两枚', '火箭', '修建', '桥梁', ',', '属于', '世界', '首例']",16
2996,中国11条河流发生超警以上洪水 责任落实不力将严肃追责,1,1,0,3,0,5,"['中国', '11', '条', '河流', '发生', '超警', '以上', '洪水', ' ', '责任', '落实', '不力', '将', '严肃', '追责']",15
2997,中国7月份时波士顿是什么季节？暑假去波士顿需要带什么衣服？,1,0,3,0,0,3,"['中国', '7', '月份', '时', '波士顿', '是', '什么', '季节', '？', '暑假', '去', '波士顿', '需要', '带', '什么', '衣服', '？']",17
2998,中国dota需要用这些下三滥的手段吗,0,2,0,2,0,5,"['中国', 'dota', '需要', '用', '这些', '下三滥', '的', '手段', '吗']",9
