title,fact,opinion,inhibition,fff,activation,moral
"为什么中国地铁需要安检,日韩却不用,你知道其中缘由吗?",1,0,1,0,0,2
为什么中国海洋大学有的专业需要的分数那么低？（如图）?,1,0,0,2,0,2
为什么中国急需第三方二手车检测评估机构？,0,0,2,0,0,4
"为什么中国女性使用卫生巾,外国女性用卫生棉条?不敢用?",1,0,0,2,0,2
为什么中国人需要在自己的土地为自己求平等!山大的学生...,0,2,0,1,0,3
为什么中国在很多领域都要求自主研发？,1,0,3,0,0,4
唯一可以使用人民币的国家，可中国人却很反感：有骨气就不会去,1,2,0,2,0,3
潍坊杯鲁能队长:中国球员需要自信 巴西生活收获颇多,1,2,2,0,0,4
未经同意使用并出售演员照片 视觉中国一审被判侵权,1,1,0,2,0,2
未来中国还需要多少年才能赶超美国的GDP总量？,0,0,3,0,0,4
"问:勺子,叉子,筷子,中国人最先使用哪个?",0,0,1,0,0,0
问个幼稚的想法现在的中国需要变法吗??,0,0,3,0,0,4
问一下各位吧友.和越南女人在中国结婚.需要办理什么手续.怎么,1,0,0,0,3,3
我的女朋友是外国人我想让她来中国居住 但是他想要边旅行边工作所以我需要大家给我个建议我真的喜欢她?,1,0,0,0,3,3
我发了一张图片上面是港独艺人联合国要求踢出中国的新闻被删...,1,1,2,0,0,3
"我感觉吧,也没有那么不堪,中国传统就是来者即是客,严格要求自",0,2,2,0,0,2
我和母亲是外籍人士，中国公民的父亲过世，有什么需要注意的吗？,1,0,2,0,0,3
我觉得摩纳哥需要签一名中国球员!,0,2,1,0,0,3
"我看到一些美分,总在攻击中国运动员使用禁药",1,1,0,2,0,3
我们都在使用的中国第二代身份证是否具带有定位芯片？,1,0,1,0,0,0
我们需要你爹帮我们中国人争气?,0,2,0,2,0,4
我们这边有个好项目需要了解下吗?___中国传媒,0,2,0,0,3,2
"我统治了世界全中国,而他们只需要统治我奴役我一个人就够了!",2,2,3,0,0,4
我突然想知道，自驾游中国每个省的省会，然后每个省会呆两天，需要多长时间，需要注意什么，房车更合适吗？,2,0,3,0,0,0
我要求弟弟每个月做读书分享，是不是变成了中国式“都是为你好”的强迫式教育？,1,0,3,0,0,4
"我在阿尔及利亚中国盖亚公司打工,刚偷跑回国,有需要帮助的,可",1,1,3,0,0,3
我在西班牙，想出口中国的医疗器具批发，需要有CE认证?,1,0,3,0,0,4
"我这边团队需要人,做中国移动业务拓展,在花都,有兴趣的吗?",1,0,0,0,3,2
"乌克兰美女嫁到中国,不要车不要房,只有这一个要求必须答应",0,2,3,0,0,3
乌克兰又与中国达成百亿美元合作，我国为何需要大量进口农产品？,1,0,1,0,0,2
五十万放中国银行能申请大额卡？需要放多久？,0,0,1,0,0,2
"五星红旗是祖国的象征,保卫五星红旗是每个中国人责任和义务...",1,2,0,0,3,3
武僧一龙约战“UFC中国第一人”李景亮:跨界是需要有准备的!,1,2,1,0,0,4
"侮辱人!中国女飞人风阻下百米11秒78,因长相竟被要求性别检查!",1,2,0,1,0,2
西藏各单位推动“不忘初心、牢记使命”主题教育深入开展 取得实效,1,2,0,0,1,5
西菱动力：中国国际金融股份有限公司关于公司使用部分闲置募集资金暂时补充流动资金的核查意见,1,2,1,0,0,2
"西宁方向客流增加,运力紧张!为满足客流需要,中国铁路兰州局集",1,1,0,0,1,2
希腊人分不清亚洲人 把中国游客当土耳其人 要求归还君士坦丁堡,1,2,0,2,0,0
"希望有良知的中国P一起写信给万代,要求他们至少公开道歉一下。",0,2,0,1,0,5
希望中国女排开始规划,0,2,1,0,0,0
"细看中国博物馆与外国博物馆,就会发现,有一点急需改变",0,2,0,2,0,4
现场采访：当前中国养猪业需要匠心精神吗？,1,0,1,0,0,5
现在的中国需要这样的正能量,0,2,3,0,0,5
"现在中国的环境背景,需要扭转的是无神论的灌输",0,2,0,2,0,5
现在中国公民见到欧洲王室需要行礼吗?,0,0,1,0,0,3
"想从中国办理狗狗的签证，是一只迷你雪纳瑞，需要什么手续？哪位好心人知道热点聚焦泰国签证证件交流区泰国网,泰国华人论坛",1,0,3,0,0,1
"想问问,考暨大中国史研究生,需要考除了英语之外的第二外语么……",1,0,1,0,0,2
想问问凭什么吧找对象有要求就要被骂?是不是中国女生就找个...,1,2,2,0,0,2
想问问圆谷公司招不招中国人呀?有什么要求吗??,0,0,1,0,0,3
"想问一下,如果在中国信用网上查公司的不良信用,需要什么呀",0,0,3,0,0,4
想问一下从泰国寄东西到中国大约需要多少钱 有哪些快递,1,0,1,0,0,2
"想在美国买一个三星s10无?的 想问下怎么样才能在中国使用,",0,0,3,0,0,2
想知道如果国泰航空无视民航局禁飞要求，强行进入中国领空，会出现什么后果呢？,2,0,0,3,0,4
"项目,需要来!!!中国特种兵",0,2,0,0,3,2
消防：“哪里需要往哪里”#贵港#火焰蓝#消防@抖音小助手 #儿童 #救助 #我与中国 #感动 #暖心,0,2,0,0,3,1
消防员叔叔告诉“熊孩子”灭火器灭不了妈妈的怒火，但正确使用灭火器，会让你的安全多一分。@中国消防 @福建消防,0,2,3,0,0,1
小型SUV销量破十万要多久？中国钢炮只需要8.5个月,1,2,0,0,3,0
携程创始人“催生”：中美科技竞赛，中国需要更多娃,1,2,3,0,0,4
写主角士兵穿越异界使用中国武器算涉军吗,2,0,3,0,0,5
"心声!中国女排队员真情流露,与冠军失之交臂的最大责任是“他”",0,2,0,2,0,3
辛鑫：冲刺时有人拉我的脚 中国公开水域需要我,0,2,3,0,0,4
新版高中历史教材从今年开始使用:新增清朝对中国疆域贡献的...,1,1,1,0,0,4
"新买的iPhoneXSMAX老出现尊敬的联通用户,欢迎您使用中国联通业",1,1,0,2,0,2
新时代 中国文化急需传承发扬光大,0,2,3,0,0,4
新闻早餐│和燕路过江通道将使用“中国造”超大直径盾构机,1,1,0,0,1,3
"星期服务论文,关于中国移动嘉兴分公司：“星期六义务劳动”倡导服务社会相关参考文献资料",1,1,1,0,0,2
须予披露交易 - 收购位於中国番禺的土地使用权,1,1,1,0,0,2
需要遨游中国的联系···,0,2,1,0,0,0
"需要考北舞中国舞教师班的同学看过来,8月开班",1,1,0,0,3,2
需要申请中国舞考级考点的可以联系我--限山东,0,2,1,0,0,2
需要提升学历的找我哦成人教育网络教育都有中国医科大学....,0,2,0,0,3,2
"需要一家有图书印刷资质的印刷厂合作,1.“中国环境标志产品认",1,1,1,0,0,4
"需要浙大考研中国古代文学专业真题资料的,可以看过来。",0,2,0,0,3,2
"学校发的银行卡丢了, 直接去中国银行就能补吗,还需要什么其他",1,0,2,0,0,0
学者是如何知道中国历史上的海岸线变迁的？使用的是什么方法？,1,0,1,0,0,4
"寻求新疆的食品进出口报关公司,需要从俄罗斯进口食品到中国!谢",1,1,1,0,0,2
亚盘又恢复以前的磨盘走势估计中国大妈们都累了资金使用完了无法走出独立走势咯,0,2,1,0,0,4
亚投行成员增至100个！还有这些成绩你需要知道,1,2,0,0,1,3
阎炎谈华为:中国需要原创型创新,1,2,1,0,0,4
"央行货币政策论文,关于中国需要一个“超级央行”相关参考文献资料",1,1,1,0,0,4
"洋媳妇跟中国婆婆相处还挺好,一锅饺子,还得需要婆媳两人一起煮",1,2,0,0,1,3
"养老地产论文,关于中国急需养老地产相关参考文献资料",1,1,1,0,0,1
"药贩子去印度购买仿制格列宁,中国病人需要这种药,用来救命的药",1,2,2,0,0,2
"要求必须清除“三非人员”,凡是非法入境滞留中国的必须遣返...",0,2,0,2,0,2
要求中国免除债务这个国家欠中国钱不想还，不料遭邻居打脸,0,2,0,2,0,2
野芷湖南路17日前恢复亮灯中国院子至盘龙大桥段已亮灯使用,1,1,0,0,1,0
夜听中国：我要去的地方——不需要勇气!,0,2,1,0,0,0
"一、世界者何　　佛教对中国文化的影响极其深远,现在使用的...",0,2,1,0,0,5
"一边称中国比白皮更有契约精神,一边要求废除一国两制",0,2,3,0,0,3
一个普通中国人，怎样才能去冰岛定居？去冰岛定居需要多少经费？,0,0,0,0,3,3
一个人游遍整个中国大概需要多少钱？,2,0,3,0,0,0
"一个周琦,一个赵继伟,发球玩死了中国队,李楠责任最大",0,2,0,2,0,3
"一群辣鸡不配做中国人,还说什么男女平等,男人的义务你们都做不",0,2,0,2,0,2
医生对中国来说是紧缺的，为什么医院对于学历的要求反而越来越高了？,1,0,2,0,0,2
以高度的责任意识推动中国律所“走出去”——德衡律师集团栾少湖律师出席会议并作经验介绍发言,1,2,0,0,3,4
以上要求同志们能不能做到！！！@中国消防 @山东消防培训基地 #新训进行时 #火焰蓝,0,2,3,0,0,4
易成新能：北京国融兴华资产评估有限责任公司关于公司发行股份购买资产之中国证监会上市公司并购重组审核委员会审核意见回复之核查意见,1,2,1,0,0,4
"因为人家是中国人,爱这个民族。这个民族需要血性",0,2,3,0,0,3
"因为中国女排传承着女排精神,所以要求队员必须严格修为",0,2,3,0,0,5
"因为做的工作是电话销售,使用电信手机卡拨打营销电话被中国...",1,1,3,0,0,2
印度和中国开设的木材加工厂正要求加蓬奥古曼原木降价,1,1,1,0,0,2
"印度朋友到中国品尝美食,不愿意使用筷子,上桌后一脸懵",1,2,0,2,0,0
印度人问：中国要赶上印度需要多久，印度专家：至少20年！,0,2,0,2,0,4
印度通过反贿赂相关立法修正案，中国企业需要注意其中某些条,1,2,1,0,0,2
印度网友突然异口同声：中国是负责任的大国,1,2,0,0,3,2
英语俚语或中国不常用的用法 在英语作文里可以使用吗?,0,0,3,0,0,4
影响中国人死亡最大原因是中风，关于中风，你还需要知道这些,0,2,0,3,0,1
应吧里朋友要求上传:2017/18中国女排超级联赛第二阶段津苏首战...,1,1,1,0,0,1
用责任和担当回应“群众期盼” ---献礼新中国成立70周年专题信息(二),0,2,0,0,1,2
用中国移动的宽带，来使用中国电信的 IPTV机顶盒(有账号密码，没过期），可以吗？,1,0,1,0,0,3
邮储银行在“2018年中国银行业社会责任百佳评估”中荣获七个奖项,1,1,0,0,1,4
"有大神使用过icons嘛,这个纪念品可以邮寄到中国嘛",0,0,3,0,0,4
有东西需要从中国寄到新山的话可以找我哦,0,2,1,0,0,2
"有二手机械进口到中国,需要什么资料?日本二手机械进口需要什么",1,0,1,0,0,0
"有个我自己用的7p中国红128g的,换手机心思卖了,给需要的",1,2,0,2,0,2
有个疑问中国有什么责任需要帮助锡金复国?,2,0,1,0,0,4
有海外普货需要进口清关到中国的朋友 可以找我联系,0,2,1,0,0,2
"有没有暑期需要家教的本人中国科学技术大学,暑期回泸州做家教,",1,0,1,0,0,4
有没有需要提高学历挂读的朋友呢?中国医科大学可以直接挂读。,1,0,0,0,3,2
有美国十年的签证，从中国去墨西哥商务拜访还需要准备其他什么文件吗？,1,0,1,0,0,0
有哪些在中国属正常，但在国外违反礼仪要求的言行表现？,0,0,3,0,0,5
有朋友iphone x 时不时弹出欢迎使用中国移动吗,0,0,0,2,0,2
有人说“中国女权主义的本质是要求不劳而获”，你怎么看？,0,0,0,2,0,2
有人需要《红星照耀中国》的批注吗 每篇小标题内文章每篇...,0,0,1,0,0,2
有谁知道。今年中国人民警察大学的专业对于小三门有什么要求么,0,0,1,0,0,4
"有文化,有方法,中国青训需要更多这样的教练!",0,2,0,0,3,4
"有需要进口岩板的吗~~~中国直接进口渠道商,大品牌的那种窝",1,2,0,0,3,2
有需要思政专业和马克思中国化考研资料的可以联系我!?,0,2,1,0,0,2
"有一说一,中国观众对国产电影要求蛮低的。哪吒刚刚上映就看了,",1,2,0,2,0,3
"又一个国家鼓励美女与中国通婚,不需要彩礼,你心动了吗?",2,0,0,0,3,2
又一个物种入侵美国，这次美国人学聪明了，开始使用中国人的办法,1,2,3,0,0,4
"又一国家对中国免签!美女如云还鼓励与中国通婚,不需要彩礼!",2,1,0,0,3,2
"又一中国制造声名远播,十多天使用数量翻近三番,网友:干的漂亮",1,2,0,0,1,4
"鱼雷落后了,中国海军急需作战理念结构性调整",0,2,0,2,0,4
"与外国孩子比,中国孩子对抗能力需要提高!",0,2,2,0,0,2
欲在本报发布广告请联系中国教育报广告全国总代理——北京中教鸿兴文化传媒有限责任公司,0,2,1,0,0,2
"原产地在中国,但却需要从国外进口,如今只期望中国尽快种植结果",1,2,2,0,0,4
原创2800枚导弹够中国使用吗？美智库：有几个能签收80枚东风快递？,0,0,0,3,0,1
"约翰塞纳被换进场,台上使用中国功夫闪电拳秒杀对手,全场尖叫!",1,1,3,0,0,4
越南突然向我国提出一个无理要求，中国给出霸气4字答复！,1,1,3,0,0,2
"越南海阳省中国工厂招聘中越文翻译。要求会听说读写,年龄40岁",1,1,1,0,0,3
越南美女来中国相亲:满足这个要求不要彩礼!网友:做不到!,1,2,0,2,0,2
"越南人来中国,办理签证需要多少钱?有效期多久。求告知,谢谢",0,0,1,0,0,3
越南人来中国办签证需要多久?,0,0,1,0,0,4
越南外交部要求中国船只撤离，耿爽：那是中国海域,1,2,0,2,0,3
越南要求中方从越方海域撤出船队？我外交部：那是中国海域,1,2,0,2,0,3
越南要求中国放宽进口限制,0,2,0,2,0,2
"晕,又分到了死亡之组!13亿中国人需要归化更多外国人",0,2,2,0,0,4
云丰晚报：中国6月份实际使用外资同比增长8.5%,1,1,1,0,0,3
再答中国科技协会提出二十大当代需要解决的问题,1,1,1,0,0,4
再也不需要进口黑鹰直升机了！为了这一天 中国人整整盼了30年,0,2,0,0,1,4
在北欧有一块地方，一直插着中国人的国旗，至今中国仍有着使用权,2,2,3,0,0,3
在等录取消息  非常着急！！有没有中国矿业大学学长学姐帮我查一下录取消息？（听说需要内网VPN）？,1,0,3,0,0,1
"在迪拜,其他外国人做生意要当地人担保,中国人则不需要",1,0,0,0,3,2
在法国留学，在中国做毕业实习，实习期间法国长居过期，但是需要回法国答辩，请问这种情况如何办理签证？,1,0,2,0,0,4
"在菲律宾开中国超市,需要国内货源怎么办?该怎么解决",1,0,3,0,0,3
在中国 如何才能尽量避免使用百度 ？,0,0,0,2,0,5
在中国 为什么无法使用Instagram？,0,0,2,0,0,2
在中国，扫二维码支付已经普及，为什么其他国家还在使用其他支付方式？,1,0,0,2,0,4
在中国，为什么人们总喜欢站在弱者一方，即使弱者做出无理的要求？,0,0,0,2,0,2
在中国，月薪10000，真的不需要气喘吁吁,0,2,1,0,0,2
在中国，做官需要哪些必要条件？,0,0,0,0,3,4
在中国创办一家陪伴机器人公司需要具备哪些条件？如何如何才能争取到天使投资或者风投？,0,0,3,0,0,4
"在中国的文化里边长者有义务帮助孩子,但是同时也有责任在",1,2,3,0,0,4
在中国上四年三本大学需要花多少钱?,0,0,2,0,0,2
"在中国社会跨性别女性格外需要警惕父母,因为重男轻女和延续...",0,2,2,0,0,5
在中国使用 Apple Pay 是种怎样的体验？,0,0,1,0,0,0
"在中国五年的老外,彻底变成了“中国胃”,筷子使用的真完美",1,2,0,0,3,3
"咱中国的支付宝现在是太牛了,在俄罗斯也可以使用,这一幕真自豪",1,2,0,0,1,3
责任产品服务三维发力 幸福安全满足齐头并进——看中国平安人寿安阳中心支公司如何更好地服务社会——安阳网,0,2,0,0,3,1
责任体彩驰援“健康中国行动” 体彩公益金使用向群众体育倾斜,1,1,0,0,1,1
怎么看待中国举重队因使用违禁药品导致亚运会禁赛？,1,0,2,0,0,2
怎么看待中国社会中年轻人被要求那么顺从、讨好亲戚，家族，实际却毫无收益？,0,2,2,0,0,3
怎么起诉并要求中国铁路公司赔偿,0,0,3,0,0,2
怎样才能找个中国科技大学物理系的男朋友？中科大物理专业的男生选择男朋友的要求是啥？,0,0,0,0,3,5
怎样投诉中国移动客服并且要求补偿？,0,0,0,2,0,1
张召忠：美国退出中导条约后 中国需要做好两件事,1,2,2,0,0,5
张召忠：中国还有一个边境，将来会构成新的挑战，需要警惕！,0,2,0,3,0,3
"这不是危言耸听,如果中国队进世界杯正赛,归化球员可能不被使用",2,2,2,0,0,3
"这个,确定不是在暗示闭关锁国100年后,中国需要崛起?",0,2,2,0,0,4
"这个岛国送99年领土使用权给中国,来报答我国曾经帮的一个大忙!",2,1,0,0,1,3
"这个地方使用汉字简体字,扬言要跟上中国发展的步伐",1,2,0,0,1,3
"这个地区不属于中国,80万人们却说汉语,所使用的货币也是中国的",1,1,1,0,0,3
"这个国家的土地禁止交易,却肯让中国使用,究竟是什么原因?",1,0,1,0,0,3
"这个国家使用汉语和汉字,却不属于中国,和我们离得非常近",1,1,1,0,0,3
这几个国家都在使用中国式阅兵，其中有一个国家真是学到了精髓！,1,2,0,0,1,4
这家火锅店曾上过舌尖上的中国，竟被查出涉嫌使用口水油！,1,1,0,2,0,5
"这里号称最像中国的“小中国”,至今仍说汉语写汉字,使用人民币",1,2,1,0,0,3
"这是从中国新闻网找的提案内容,这次严打,主要因为唐家三少要求",1,2,1,0,0,2
这是一条不需要配乐的视频，为中国军人点赞,1,2,0,0,3,3
"这所大学肯定能教出好学生,中国需要董帅那样的热血青年",0,2,0,0,3,5
"针对西宁方向客流增加,运力紧张的问题,为满足客流需要,中国铁",1,1,0,0,1,2
振华科技：关于对中国电子财务有限责任公司的风险持续评估报告,1,2,1,0,0,2
震惊！缅甸某军事武装组织竟然要追究中国媒体的责任！还要追究到底！,1,2,0,1,0,2
支持巴方请求，中国要求安理会在闭门会谈上讨论克什米尔问题,1,1,1,0,0,3
支持国产，支持中国人自己的劳动成果，这是我们当代人的义务,0,2,3,0,0,3
支持使用中国蔡明和的【真理相对速度论】。,0,2,0,0,3,5
只能说 中国女性平权之路任重而道远吧。思想需要解放是其一...,0,2,2,0,0,2
只需要两个小时就可以登上中国南北分界,1,1,1,0,0,4
直接开火！ 俄罗斯战机轮番轰炸，美要求24小时停战！普京又给中国上了一课！,1,2,0,3,0,1
职业摔角WWE选秀登陆上海，开发市场急需中国本土明星,1,2,0,2,0,3
植物奶油在中国普遍使用 或酿食物史上最大灾难,0,2,0,3,0,2
治水需要全方位联动中国,0,2,1,0,0,3
"致良知四合院传授的知识,正是我们中国人所需要的。说是邪教的,",0,2,0,0,3,5
"中国(我的祖国)需要的是为人民服务的人,不需要每天嘴巴里高喊",0,2,0,2,0,5
中国“内拉”是否该行动起来，网上联名要求国际米兰俱乐部换“光头强”？大家怎么看？,0,0,0,2,0,4
"中国“天河工程”项目将使用卫星搬云,从而改变干旱地区气候",0,2,0,0,1,2
中国“最便宜”的航班，两地之间相距只有80公里，一趟仅需要15元,1,1,1,0,0,2
"中国“最牛”的大桥!使用两枚火箭修建桥梁,属于世界首例",1,2,0,0,1,4
中国11条河流发生超警以上洪水 责任落实不力将严肃追责,1,1,0,3,0,5
中国7月份时波士顿是什么季节？暑假去波士顿需要带什么衣服？,1,0,3,0,0,3
中国dota需要用这些下三滥的手段吗,0,2,0,2,0,5
中国白酒的未来需要数字化、法治化和国际化,0,2,1,0,0,2
中国宝岛台湾中油加油站镭豹360安装完成投入使用,1,1,0,0,1,3
中国北斗可绕地球一圈，为什么仍在使用外国GPS？专家给出答复,1,0,0,2,0,2
中国不能使用东风26导弹？美国：一旦误判，核战争将会发生,0,2,0,3,0,1
"中国不需要漫威华人超级英雄,因为我们有吴京,吴京就是中国的超",1,2,0,0,3,4
"中国不需要漫威华人超级英雄,因为吴京就是中国的超级英雄!!",1,1,0,0,3,4
"中国不需要什么国花国服,无用真的,中国是大国",1,2,0,2,0,5
中国部队的踢正步之类的要求对于部队的战斗力有提高吗？,1,0,0,2,0,4
中国城市燃气协会理事长：国家管网公司成立后应明确调峰保供责任,0,2,1,0,0,4
中国传媒大学播音是本科吗。需要艺考吗。高三狗目前640分左右。?,1,0,3,0,0,2
"中国传统文化是需要弘扬的,书法国画都要去努力传播",0,2,0,0,3,5
中国打出一记重拳!这是破天荒第一次 可能会使用最强撒手锏,0,2,0,3,0,1
"中国大地保险招聘客户经理任职要求:1、反应敏捷,表达能力强,",1,1,1,0,0,3
中国大陆地区的人联系国外的人指打电话是不是可以不用开通国际漫游，只需要离开国内的人开通国际漫游就行？,0,0,3,0,0,3
中国大陆国民平均文化水平需要多久可以跟美国持平?,2,0,2,0,0,4
中国大陆居民去台湾金门旅游，需要准备什么证件？这个视频告诉你,1,0,1,0,0,3
"中国大使馆联赛收人。一队要求117+总评积极打团,拒绝混子,",1,2,3,0,0,3
中国到底需不需要那么多家生物制药CDMO企业？,0,0,0,2,0,2
中国的95步枪使用的子弹为什么是墨绿色这样有何目的,1,0,1,0,0,1
"中国的刀剑使用招式你知道多少?仅刀的招式,就让人眼花缭乱",1,2,0,0,3,4
中国的家长在面对孩子提要求的时为什么总是不能多给孩子提出个“为什么”呢？,1,0,2,0,0,4
中国的特等功勋章需要达到什么条件才可以得到？,0,0,0,0,3,3
中国的义务兵在退伍之后，能够拿到多少的退役金呢？,0,0,0,0,3,2
"中国的这项能源,储量足够让我国使用几百年?将改变世界能源格局",0,2,0,0,1,4
中国地区能使用Bose Music APP吗,0,0,1,0,0,2
中国地质大学(北京)地院的研究生怎么考?需要复习哪几门?,0,0,1,0,0,4
中国地质大学（武汉）2019级新生报到需要自带被褥吗？,1,0,1,0,0,1
中国第四冶金建设有限责任公司深圳第二分公司招聘安全员,1,1,1,0,0,1
中国第一座机场即将关闭！使用超过百年，是中国航空业的摇篮！,1,1,1,0,0,4
"中国第一座跨海大桥,古人使用神奇的方法,历经千年仍然完好!",1,2,0,0,3,4
"中国电工在巴基斯坦,教巴基斯坦工友使用灭火器,讲解用电安全",1,1,0,0,1,1
中国电建党委对“不忘初心、牢记使命”主题教育再动员再部署再要求,1,1,2,0,0,3
"中国电竞可能不需要大狗这种不负责责任的教练,装最diao",0,2,0,2,0,3
中国电竞需要人才200万 这给大学生就业提供新出路,0,2,3,0,0,2
中国电力建设集团 社会责任 水电六局支持乌恰县当地环境整治,1,1,3,0,0,1
中国电力建设集团 社会责任 水电十局西昌区域党支部庆七一期间走访慰问定点扶贫村,1,1,0,0,1,1
中国电力建设集团 社会责任 水电五局渝蓉高速运营管理部全力护航“生命线”,1,1,0,0,1,1
中国电线电缆使用标准,1,1,1,0,0,4
"中国电信精准扶贫100M及以下宽带免费用,不知道有使用的没?",1,0,0,0,1,1
中国电信荣获“亚洲企业管治典范”、投资者关系及社会责任等奖项,1,1,0,0,1,4
中国电信这是疯了吗？我一个不使用不上网每月按时缴费余额还有 90 的手机号直接给我拉黑了，说涉及电信诈骗？！,1,2,0,1,0,2
中国电影是从什么时候开始不需要演技的？,0,2,0,2,0,5
中国动力：关于使用暂时闲置募集资金临时补充公司下属公司流动资金到期归还的公告,1,1,1,0,0,3
中国动力：中信证券股份有限公司关于中国船舶重工集团动力股份有限公司使用部分闲置募集资金临时补充公司及下属子公司流动资金的核查意见,1,2,1,0,0,3
"中国队不会的米波、炼金、神灵都在斗鱼直播,斗鱼没一点责任吗?",1,2,0,2,0,3
中国队打得这么烂就是主教练的责任,1,2,0,2,0,3
"中国队队员采访需要翻译成中文,哈哈",0,2,0,0,2,0
中国队女足需要克尔这种野兽级前锋!,0,2,0,0,3,4
中国队现有的人员打不出欧式整体篮球。欧洲需要每个位置的...,0,2,2,0,0,4
中国对菲投资暴涨83倍，菲前总统：中国实力雄厚，我们正好需要,1,2,0,0,3,2
中国二区白银乡豆芽需要一个可以让我问问题的推荐码。,0,2,2,0,0,3
中国发布丨涉嫌严重违纪违法 淮河能源控股集团有限责任公司纪委书记张俊被查,1,1,0,2,0,3
中国发布丨武汉警方通报江汉饭店火灾调查情况：10人涉嫌重大责任事故罪被刑拘,1,1,0,3,0,1
中国发布丨中国开展健康环境促进行动 要求实施垃圾分类倡导低碳生活,1,2,0,0,1,5
"中国发明“吞沙巨兽”,一天吞噬40亩沙漠,已在甘肃使用",1,2,0,0,1,2
中国发明“吞沙神器”甘肃开始引进使用，一天改变40亩沙漠地质,1,2,0,0,1,2
中国发明新型交通工具，不需要轨道的“列车”，网友：太厉害了！,1,2,0,0,1,4
"中国发明专利需要的资料有哪些,需要的时间要多久?",0,0,1,0,0,4
中国发现“再生资源”！可供使用数年，引世界各国敬佩,0,2,0,0,1,2
中国发现能源宝藏，储量比世界石油总和还多，足够中国使用300年,0,2,0,0,1,2
中国发展成为美国那样的超级大国需要经历什么？,0,0,3,0,0,4
"中国法律是奇葩,急需全面大修。知而不改,国际笑柄。",2,2,0,2,0,2
中国范之揭秘海南黄花梨茶壶可以使用吗？,0,0,0,0,3,0
"中国方便面在印度火了!为了吃到一口面,他们还学会了使用筷子!",1,2,0,0,2,4
"中国房车欧亚行,小姐姐告诉你在挪威玩21天需要多少钱",1,1,3,0,0,2
中国风骨汉风女装套装一套566块钱，有需要的话请留言，多闪联系，有优惠,1,1,0,0,3,3
"中国高科集团企业,社会责任公益片,守护留守儿童",1,1,0,0,1,1
"中国高铁的使用寿命是多久,报废后还能干什么呢?今天长知识了",0,0,0,0,1,0
中国高铁使用多少时间会报废？看完视频明白不愧是中国制造！,1,2,0,0,1,4
中国高铁使用寿命是多久呢?报废后国家会怎么处理?听专家怎么说,1,0,3,0,0,4
中国各电商平台入驻费用及要求,1,1,1,0,0,2
中国各个方面超过美国时能否实现我小时候的理想——世界和平。如果可以还需要多少年。？,2,0,3,0,0,4
"中国工程师使用特殊的玻璃,让阳光可以进入室内,又挡住了热量",1,1,0,0,3,4
中国工程院院士邬贺铨：#华为 鸿蒙操作的设计思路和前瞻性虽然很好，但仍需要一个考验应用的过程@抖音小助手,1,2,3,0,0,4
中国公民因雇人使用汽枪拍摄视频广告而被赞比亚警方逮捕,1,1,0,2,0,2
中国公民注意！韩国新法生效 滞留半年以上需义务加入医保,1,1,1,0,0,2
"中国公司做香港公司股东,需要提供什么?",1,0,3,0,0,1
"中国功夫:少林功夫秘笈的传承,依旧需要机缘与等待!",0,2,2,0,0,5
"中国功夫的实战对决,俄罗斯特种兵被雷雷使用太极拳打败,气功!",2,1,0,0,3,2
"中国功夫美国有没有中国武馆,需要教练吗",0,0,1,0,0,4
中国古代识字率低，儒家当负多少责任？,1,0,0,2,0,4
中国古代有名的四把长枪，有一把因一人使用，从此便上了一个排名,1,1,1,0,0,4
中国古典文献学的考研专业需要看哪些书?,0,0,1,0,0,4
中国贵州斥资十几亿建造的天眼使用不到两年，却传来了这个坏消息,1,2,0,3,0,5
中国国内越来越多的车使用的都是中策生产的轮胎,0,2,0,0,3,2
中国国足能超过克罗地亚吗？需要多长时间？,0,0,2,0,0,4
中国还需要多久才能造出世界一流发动机？,0,0,2,0,0,4
中国还需要多少年网络技术才能超越印度?,2,0,2,0,0,4
中国航天业使用的哪些芯片必须进口，禁售问题如何解决？,0,0,2,0,0,4
"中国好家庭:给旅客带来舒适环境,带来方便出行,是铁路人的责任",0,2,0,0,3,1
"中国好邻居!义务照顾邻居智障三兄弟,心愿是有人能继续照顾他们",1,2,3,0,0,1
"中国好人:为了给节省成本,很多工作需要亲力亲为,给好人点赞",1,2,0,0,3,1
中国好人｜唐唯淞：用信念践行责任 携乐观书写人生,1,2,0,0,3,5
中国好声音被曝光过了海选需要花钱,1,1,0,2,0,5
中国好声音齐秦为了抢人费劲心力，还主动要求合唱！小哥不容易,1,2,0,0,3,2
"中国好同事,每天义务接送我上下班,今天整整一年记录一下",1,2,0,0,1,1
中国核电：董事会关于2019年1-6月募集资金存放与使用情况的专项报告,1,1,1,0,0,2
中国核电：中信证券股份有限公司关于中国核能电力股份有限公司使用募集资金置换预先投入募投项目的自筹资金事项之核查意见,1,2,1,0,0,2
中国核工业二三建设有限公司招聘管道责任工程师,1,1,1,0,0,3
中国互联网+急需大量IT技术人才,0,2,0,0,3,2
中国护照去柬埔寨需要提前签证么?,0,0,1,0,0,3
"中国花2.5个小时拆除一座大桥,美国需要2.5周!外国人呆了!",1,2,1,0,0,0
中国画是时候需要建立潘天寿学派了,0,2,0,0,3,4
中国画学院化教育亟需改革,0,2,0,2,0,4
"中国画有需要的朋友可留言,有想学习中国画的朋友也可找我",0,2,0,0,3,4
